taxonomy,drupal_internal__tid,drupal_internal__revision_id,langcode,revision_created,revision_log_message,status,name,weight,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_created,corporate_body_alt_name,date,date_of_meeting_or_treaty,location_of_meeting,num_of_section_or_meet,primary_name,subordinate_name,type,unique_id,lcnaf,viaf,authority,description,other,ulan,family_name,title_and_other_words,lcgft,aat,broader,geo_alt_name,fast,geonames,language_code,Library of Congress MARC List for Languages,person_alternate_name,preferred_name_fuller_form,preferred_name_number,preferred_name_prefix,preferred_name_rest,preferred_name_suffix,primary_part_of_name,rightsstatements,external_uri,dcmi_types
taxonomy_term--person,1090,1090,en,2021-10-08T20:35:33+00:00,,True,"Dethier, V. G. (Vincent Gaston), 1915-1993",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1915/1993,,,,,,,0f95c580-a5a2-4385-9c13-e7e91a27f5cd,http://id.loc.gov/authorities/names/n79092478,http://viaf.org/viaf/109098695,http://viaf.org/viaf/109098695;viaf||http://id.loc.gov/authorities/names/n79092478;lcnaf,,,,,,,,,,,,,,,Vincent Gaston,,,V. G.,,Dethier,,,
taxonomy_term--person,1091,1091,en,2021-10-08T20:35:33+00:00,,True,"Detienne, Marcel",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,2077a0b1-3c05-47d9-8594-f687750e9cde,http://id.loc.gov/authorities/names/n80120944,http://viaf.org/viaf/108443541,http://viaf.org/viaf/108443541;viaf||http://id.loc.gov/authorities/names/n80120944;lcnaf,,,,,,,,,,,,,,,,,,Marcel,,Detienne,,,
taxonomy_term--person,1092,1092,en,2021-10-08T20:35:33+00:00,,True,"Deutch, John M., 1938-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1938/,,,,,,,1e082723-f781-4fcd-988a-77141d4be69e,http://id.loc.gov/authorities/names/n78093040,http://viaf.org/viaf/278433716,http://viaf.org/viaf/278433716;viaf||http://id.loc.gov/authorities/names/n78093040;lcnaf,,,,,,,,,,,,,,,,,,John M.,,Deutch,,,
taxonomy_term--person,1093,1093,en,2021-10-08T20:35:33+00:00,,True,"DeVorkin, David H., 1944-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1944/,,,,,,,7029181d-2acc-42a9-8005-c12bf89deb2a,http://id.loc.gov/authorities/names/n82003426,http://viaf.org/viaf/94807495,http://viaf.org/viaf/94807495;viaf||http://id.loc.gov/authorities/names/n82003426;lcnaf,,,,,,,,,,,,,,,,,,David H.,,DeVorkin,,,
taxonomy_term--person,1094,1094,en,2021-10-08T20:35:33+00:00,,True,"Devries, William Levering, 1865-1937",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1865/1937,,,,,,,110b566b-c17e-4309-95b9-1e43890a6a68,,http://viaf.org/viaf/219620383,http://viaf.org/viaf/219620383;viaf,,,,,,,,,,,,,,,,,,William Levering,,Devries,,,
taxonomy_term--person,1095,1095,en,2021-10-08T20:35:33+00:00,,True,"Dewey, John, 1859-1952",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1859/1952,,,,,,,32791c8e-8124-4486-9b80-4ed85673372b,http://id.loc.gov/authorities/names/n79060532,http://viaf.org/viaf/76314623,http://viaf.org/viaf/76314623;viaf||http://id.loc.gov/authorities/names/n79060532;lcnaf,,,,,,,,,,,,,,,,,,John,,Dewey,,,
taxonomy_term--person,1096,1096,en,2021-10-08T20:35:33+00:00,,True,Diana (Roman deity),0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,7c048401-2ea9-4ef9-87fe-378eb6fa8bf1,http://id.loc.gov/authorities/names/no2014110163,http://viaf.org/viaf/310625631,http://viaf.org/viaf/310625631;viaf||http://id.loc.gov/authorities/names/no2014110163;lcnaf,,,,,,,,,,,,,,,Roman deity,,,,,Diana,,,
taxonomy_term--person,1097,1097,en,2021-10-08T20:35:33+00:00,,True,"Dickey, John Sloan, 1907-1991",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1907/1991,,,,,,,439cd689-858d-4737-8045-25fa5270b657,http://id.loc.gov/authorities/names/n90646802,http://viaf.org/viaf/111485663,http://viaf.org/viaf/111485663;viaf||http://id.loc.gov/authorities/names/n90646802;lcnaf,,,,,,,,,,,,,,,,,,John Sloan,,Dickey,,,
taxonomy_term--person,1098,1098,en,2021-10-08T20:35:33+00:00,,True,"Dickinson, Emily, 1830-1886",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1830/1886,,,,,,,7e37df83-72e3-4a9b-a993-7d8bfb460476,http://id.loc.gov/authorities/names/n79054166,http://viaf.org/viaf/31995584,http://viaf.org/viaf/31995584;viaf||http://id.loc.gov/authorities/names/n79054166;lcnaf,,,,,,,,,,,,,,,,,,Emily,,Dickinson,,,
taxonomy_term--person,1099,1099,en,2021-10-08T20:35:33+00:00,,True,"Dickson, James",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,d20cafd3-5fa9-401c-8235-526d4b346528,,,,,,,,,,,,,,,,,,,,,James,,Dickson,,,
taxonomy_term--person,1100,1100,en,2021-10-08T20:35:33+00:00,,True,"Diehl, Kristen",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,95609870-163b-41b6-aa01-c57590aacd33,,,,,,,,,,,,,,,,,,,,,Kristen,,Diehl,,,
taxonomy_term--person,1101,1101,en,2021-10-08T20:35:33+00:00,,True,"Dieterich, Waldemar Franklin, 1876-1953",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1876/1953,,,,,,,3f76e311-00cd-4246-ba3a-3db4fcd8e751,,,,,,,,,,,,,,,,,,,,,Waldemar Franklin,,Dieterich,,,
taxonomy_term--person,1102,1102,en,2021-10-08T20:35:33+00:00,,True,"Dieterick, Louis P.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,890acdbc-a2bb-4add-b172-b3a9079a9820,,,,,,,,,,,,,,,,,,,,,Louis P.,,Dieterick,,,
taxonomy_term--person,1103,1103,en,2021-10-08T20:35:33+00:00,,True,"Dietz, Robert S. (Robert Sinclair), 1914-1995",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1914/1995,,,,,,,0943f814-3c51-48f1-9d6a-40d3d1e336ca,http://id.loc.gov/authorities/names/nr95016366,http://viaf.org/viaf/164292006,http://viaf.org/viaf/164292006;viaf||http://id.loc.gov/authorities/names/nr95016366;lcnaf,,,,,,,,,,,,,,,Robert Sinclair,,,Robert S.,,Dietz,,,
taxonomy_term--person,1104,1104,en,2021-10-08T20:35:33+00:00,,True,"DiGennaro, Francis",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,0711586a-b72e-4fde-9544-82ba64ae8b87,,,,,,,,,,,,,,,,,,,,,Francis,,DiGennaro,,,
taxonomy_term--person,1105,1105,en,2021-10-08T20:35:33+00:00,,True,"Dillehunt, Adelaide",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,84f04747-2d2c-404a-90b3-70c9829bf09b,,,,,,,,,,,,,,,,,,,,,Adelaide,,Dillehunt,,,
taxonomy_term--person,1106,1106,en,2021-10-08T20:35:33+00:00,,True,"Dillehunt, Harry B.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,331672f0-4393-419d-9f74-213fa8c81b78,,,,,,,,,,,,,,,,,,,,,Harry B.,,Dillehunt,,,
taxonomy_term--person,1107,1107,en,2021-10-08T20:35:33+00:00,,True,"Dingell, John D.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,99b2feab-0a1e-4b01-b488-9e9851bef69a,http://id.loc.gov/authorities/names/nr2006019463,http://viaf.org/viaf/14731880,http://viaf.org/viaf/14731880;viaf||http://id.loc.gov/authorities/names/nr2006019463;lcnaf,,,,,,,,,,,,,,,,,,John D.,,Dingell,,,
taxonomy_term--person,1108,1108,en,2021-10-08T20:35:33+00:00,,True,"Dintzis, Howard",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,b15154f2-2456-414e-9cd7-4874ba66cc21,,,,,,,,,,,,,,,,,,,,,Howard,,Dintzis,,,
taxonomy_term--person,1109,1109,en,2021-10-08T20:35:33+00:00,,True,"Dintzis, Renee Z.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,313da9fe-f819-4a34-abb7-6f2a533ce4ad,http://id.loc.gov/authorities/names/n2005183818,http://viaf.org/viaf/16644015,http://viaf.org/viaf/16644015;viaf||http://id.loc.gov/authorities/names/n2005183818;lcnaf,,,,,,,,,,,,,,,,,,Renee Z.,,Dintzis,,,
taxonomy_term--person,1110,1110,en,2021-10-08T20:35:33+00:00,,True,"Dixon, Stephen, 1936-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1936/,,,,,,,1a3f451c-303b-44bf-a92a-31b77cf3cbd9,http://id.loc.gov/authorities/names/n80044517,http://viaf.org/viaf/111386880,http://viaf.org/viaf/111386880;viaf||http://id.loc.gov/authorities/names/n80044517;lcnaf,,,,,,,,,,,,,,,,,,Stephen,,Dixon,,,
taxonomy_term--person,1111,1111,en,2021-10-08T20:35:33+00:00,,True,"Dodd, Sylvia",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,4a83148f-2503-4206-9aa1-770a05b6ed62,,,,,,,,,,,,,,,,,,,,,Sylvia,,Dodd,,,
taxonomy_term--person,1112,1112,en,2021-10-08T20:35:33+00:00,,True,"Dodge, H. O.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,8fb3d662-0e5a-4b2e-a10e-16bf64228c1b,,,,"Location information: Sydney, Nova Scotia",,,,,,,,,,,,,,,,,H. O.,,Dodge,,,
taxonomy_term--person,1113,1113,en,2021-10-08T20:35:33+00:00,,True,"Dodson, Richard Wolford, 1915-2002",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1915/2002,,,,,,,20665248-3f5a-4a2a-9c79-1d6d5fb2ce57,http://id.loc.gov/authorities/names/no2015055830,http://viaf.org/viaf/315607693,http://viaf.org/viaf/315607693;viaf||http://id.loc.gov/authorities/names/no2015055830;lcnaf,,,,,,,,,,,,,,,,,,Richard Wolford,,Dodson,,,
taxonomy_term--person,1114,1114,en,2021-10-08T20:35:33+00:00,,True,"Donald, David Herbert, 1920-2009",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1920/2009,,,,,,,63a71dc4-b210-437c-b5cc-fc0ae6833120,http://id.loc.gov/authorities/names/n79017984,http://viaf.org/viaf/109026674,http://viaf.org/viaf/109026674;viaf||http://id.loc.gov/authorities/names/n79017984;lcnaf,,,,,,,,,,,,,,,,,,David Herbert,,Donald,,,
taxonomy_term--person,1115,1115,en,2021-10-08T20:35:33+00:00,,True,"Dondiken, Amy",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,c51a1286-68f8-47da-b7cd-0a9238a48e16,,,,,,,,,,,,,,,,,,,,,Amy,,Dondiken,,,
taxonomy_term--person,1116,1116,en,2021-10-08T20:35:33+00:00,,True,Dougherty,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,827fa592-5b83-4066-bb0b-0dab0b8bce2a,,,,"Location information: Grove City, PA",,,,,,,,,,,,,,,,,,,Dougherty,,,
taxonomy_term--person,1117,1117,en,2021-10-08T20:35:33+00:00,,True,Douglass,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,bc43c18f-03ac-43be-90f1-be1f6e6b6400,,,,"Location information: Columbia, MD",,,,,,,,,,,,,,,,,,,Douglass,,,
taxonomy_term--person,1118,1118,en,2021-10-08T20:35:33+00:00,,True,"Douglass, Elmo",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,4409d244-90ed-4cf1-93cd-40210d027e26,,,,,,,,,,,,,,,,,,,,,Elmo,,Douglass,,,
taxonomy_term--person,1119,1119,en,2021-10-08T20:35:33+00:00,,True,DPW,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,638f3006-8c3e-43b7-ab4a-7aa601a1f314,,,,,,,,,,,,,,,,,,,,,,,DPW,,,
taxonomy_term--person,1120,1120,en,2021-10-08T20:35:33+00:00,,True,"Driscoll, Walter G.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,746cb48d-d5df-47b7-baa3-804910bb90cc,http://id.loc.gov/authorities/names/n77003991,http://viaf.org/viaf/44365433,http://viaf.org/viaf/44365433;viaf||http://id.loc.gov/authorities/names/n77003991;lcnaf,,,,,,,,,,,,,,,,,,Walter G.,,Driscoll,,,
taxonomy_term--person,1121,1121,en,2021-10-08T20:35:33+00:00,,True,"Dryden, Hugh L. (Hugh Latimer), 1898-1965",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1898/1965,,,,,,,0d03e7c9-942a-4478-bcf9-b7e25e221b12,http://id.loc.gov/authorities/names/n85805802,http://viaf.org/viaf/42934105,http://viaf.org/viaf/42934105;viaf||http://id.loc.gov/authorities/names/n85805802;lcnaf,,,,,,,,,,,,,,,Hugh Latimer,,,Hugh L.,,Dryden,,,
taxonomy_term--person,1122,1122,en,2021-10-08T20:35:33+00:00,,True,"Duncan, Louis, 1862-1916",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1862/1916,,,,,,,bb2acdbd-9d7a-4138-a4a5-173540a2a24c,http://id.loc.gov/authorities/names/n2014053137,http://viaf.org/viaf/310615559,http://viaf.org/viaf/310615559;viaf||http://id.loc.gov/authorities/names/n2014053137;lcnaf,,,,,,,,,,,,,,,,,,Louis,,Duncan,,,
taxonomy_term--person,1123,1123,en,2021-10-08T20:35:33+00:00,,True,"Dunkle, David H.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,fb526db5-8108-4447-9f6d-0f17ce6bf06d,,http://viaf.org/viaf/283846299,http://viaf.org/viaf/283846299;viaf,,,,,,,,,,,,,,,,,,David H.,,Dunkle,,,
taxonomy_term--person,1124,1124,en,2021-10-08T20:35:33+00:00,,True,"Dunn, Frederick Sherwood, 1893-1962",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1893/1962,,,,,,,fa8aca2c-1fb1-4a3d-bb6e-70947b8880f3,http://id.loc.gov/authorities/names/n81047401,http://viaf.org/viaf/7461845,http://viaf.org/viaf/7461845;viaf||http://id.loc.gov/authorities/names/n81047401;lcnaf,,,,,,,,,,,,,,,,,,Frederick Sherwood,,Dunn,,,
taxonomy_term--person,1125,1125,en,2021-10-08T20:35:33+00:00,,True,"Duroselle, Jean-Baptiste, 1917-1994",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1917/1994,,,,,,,e2e087a7-ae5e-4543-8306-87e7ceadfa47,http://id.loc.gov/authorities/names/n79065241,http://viaf.org/viaf/109464653,http://viaf.org/viaf/109464653;viaf||http://id.loc.gov/authorities/names/n79065241;lcnaf,,,,,,,,,,,,,,,,,,Jean-Baptiste,,Duroselle,,,
taxonomy_term--person,1126,1126,en,2021-10-08T20:35:33+00:00,,True,E.D.,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,0f58d24f-0e63-45f5-b0d0-08ef3ed4da0e,,,,,,,,,,,,,,,,,,,,,,,E.D.,,,
taxonomy_term--person,1127,1127,en,2021-10-08T20:35:33+00:00,,True,"Eckstein, Adolf",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,13c5c572-ca9f-4ec2-bee1-857183086225,,,,,,,,,,,,,,,,,,,,,Adolf,,Eckstein,,,
taxonomy_term--person,1128,1128,en,2021-10-08T20:35:33+00:00,,True,"Edelstein, Ludwig, 1902-1965",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1902/1965,,,,,,,b81da765-6ea2-4140-86c0-7874651d342c,http://id.loc.gov/authorities/names/n84806580,http://viaf.org/viaf/24640598,http://viaf.org/viaf/24640598;viaf||http://id.loc.gov/authorities/names/n84806580;lcnaf,,,,,,,,,,,,,,,,,,Ludwig,,Edelstein,,,
taxonomy_term--person,1129,1129,en,2021-10-08T20:35:33+00:00,,True,"Edgerton, Milton T., 1921-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1921/,,,,,,,a49ce7f7-189a-4847-9efc-a0816b61b668,http://id.loc.gov/authorities/names/n87859171,http://viaf.org/viaf/58141752,http://viaf.org/viaf/58141752;viaf||http://id.loc.gov/authorities/names/n87859171;lcnaf,,,,,,,,,,,,,,,,,,Milton T.,,Edgerton,,,
taxonomy_term--person,1130,1130,en,2021-10-08T20:35:33+00:00,,True,"Edmonaton, David B.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,b5302cbd-9506-4a53-b3be-03af20737a21,,,,,,,,,,,,,,,,,,,,,David B.,,Edmonaton,,,
taxonomy_term--person,1131,1131,en,2021-10-08T20:35:33+00:00,,True,Edmondson,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,9bd9e6ad-e2e4-46c2-93ec-ee8374d6704c,,,,"Location information: Cleveland, OH",,,,,,,,,,,,,,,,,,,Edmondson,,,
taxonomy_term--person,1132,1132,en,2021-10-08T20:35:33+00:00,,True,"Edmondson, Robert B.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,6a7d7f05-4fb2-437d-ab64-e7ceba2838ca,,,,,,,,,,,,,,,,,,,,,Robert B.,,Edmondson,,,
taxonomy_term--person,1133,1133,en,2021-10-08T20:35:33+00:00,,True,Edmonston,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,916d5095-9b62-4fbc-bf40-5e38d33fa978,,,,,,,,,,,,,,,,,,,,,,,Edmonston,,,
taxonomy_term--person,1134,1134,en,2021-10-08T20:35:33+00:00,,True,"Edmunds, Farnia",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,eca8fb7f-8e84-4bc8-8e05-daabae94eace,,,,,,,,,,,,,,,,,,,,,Farnia,,Edmunds,,,
taxonomy_term--person,1135,1135,en,2021-10-08T20:35:33+00:00,,True,"Edmunds, James R.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,a46fcd0b-dd07-4c22-ac79-312be3213aa6,,,,,,,,,,,,,,,,,,,,,James R.,,Edmunds,,,
taxonomy_term--person,1136,1136,en,2021-10-08T20:35:33+00:00,,True,"Edsall, John T. (John Tileston), 1902-2002",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1902/2002,,,,,,,3e993102-745e-45f7-89ac-5c968d4f7785,http://id.loc.gov/authorities/names/n82104305,http://viaf.org/viaf/17284152,http://viaf.org/viaf/17284152;viaf||http://id.loc.gov/authorities/names/n82104305;lcnaf,,,,,,,,,,,,,,,John Tileston,,,John T.,,Edsall,,,
taxonomy_term--person,1137,1137,en,2021-10-08T20:35:33+00:00,,True,"Edwards, Mack",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,db7eecab-d60f-4048-83fd-8d40776e3714,,,,,,,,,,,,,,,,,,,,,Mack,,Edwards,,,
taxonomy_term--person,1138,1138,en,2021-10-08T20:35:33+00:00,,True,"Egginton, William, 1969-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1969/,,,,,,,9629fc21-f049-42f9-b16a-bf4f04ed159f,http://id.loc.gov/authorities/names/n2002031094,http://viaf.org/viaf/15016513,http://viaf.org/viaf/15016513;viaf||http://id.loc.gov/authorities/names/n2002031094;lcnaf,,,,,,,,,,,,,,,,,,William,,Egginton,,,
taxonomy_term--person,1139,1139,en,2021-10-08T20:35:33+00:00,,True,"Eichner, Laurits Christian, 1894-1967",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1894/1967,,,,,,,65a71663-76cb-4cd1-80aa-eb989cdc54d8,http://id.loc.gov/authorities/names/no2010004361,http://viaf.org/viaf/106861201,http://viaf.org/viaf/106861201;viaf||http://id.loc.gov/authorities/names/no2010004361;lcnaf,,,,,,,,,,,,,,,,,,Laurits Christian,,Eichner,,,
taxonomy_term--person,1140,1140,en,2021-10-08T20:35:33+00:00,,True,"Einhorn, Joshua",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,,,,,,,,6cc5ed57-322e-4ffd-bb36-add5924a5a02,,,,,,,,,,,,,,,,,,,,,Joshua,,Einhorn,,,
taxonomy_term--person,1141,1141,en,2021-10-08T20:35:33+00:00,,True,"Einstein, Albert, 1879-1955",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1879/1955,,,,,,,01ff3f1e-3611-4e01-9bcc-f5bb728cc39f,http://id.loc.gov/authorities/names/n79022889,http://viaf.org/viaf/75121530,http://viaf.org/viaf/75121530;viaf||http://id.loc.gov/authorities/names/n79022889;lcnaf,,,,,,,,,,,,,,,,,,Albert,,Einstein,,,
taxonomy_term--person,1142,1142,en,2021-10-08T20:35:33+00:00,,True,"Eiseley, Loren C., 1907-1977",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1907/1977,,,,,,,2be721b8-07d3-4c22-91b7-e2abbcab7a5a,http://id.loc.gov/authorities/names/n79045159,http://viaf.org/viaf/36961244,http://viaf.org/viaf/36961244;viaf||http://id.loc.gov/authorities/names/n79045159;lcnaf,,,,,,,,,,,,,,,,,,Loren C.,,Eiseley,,,
taxonomy_term--person,1143,1143,en,2021-10-08T20:35:33+00:00,,True,"Eisenhower, Dwight D. (Dwight David), 1890-1969",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1890/1969,,,,,,,9c1e52e5-9b53-4e03-a9cb-b2cff3d09283,http://id.loc.gov/authorities/names/n79066408,http://viaf.org/viaf/100176316,http://viaf.org/viaf/100176316;viaf||http://id.loc.gov/authorities/names/n79066408;lcnaf,,,,,,,,,,,,,,,Dwight David,,,Dwight D.,,Eisenhower,,,
taxonomy_term--person,1144,1144,en,2021-10-08T20:35:33+00:00,,True,"Eisenhower, Milton Stover, 1899-1985",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1899/1985,,,,,,,b93337c0-6eab-4b78-af7a-c1a12b058c7a,http://id.loc.gov/authorities/names/n50031728,http://viaf.org/viaf/111199506,http://viaf.org/viaf/111199506;viaf||http://id.loc.gov/authorities/names/n50031728;lcnaf,,,,,,,,,,,,,,,,,,Milton Stover,,Eisenhower,,,
taxonomy_term--person,1145,1145,en,2021-10-08T20:35:33+00:00,,True,"Ekholm, Gordon F. (Gordon Frederick), 1909-1987",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,1909/1987,,,,,,,17cda770-afd3-4194-bffa-9df60ad44d90,http://id.loc.gov/authorities/names/n87914927,http://viaf.org/viaf/109867335,http://viaf.org/viaf/109867335;viaf||http://id.loc.gov/authorities/names/n87914927;lcnaf,,,,,,,,,,,,,,,Gordon Frederick,,,Gordon F.,,Ekholm,,,
