taxonomy,drupal_internal__tid,drupal_internal__revision_id,langcode,revision_created,status,name,weight,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_created,unique_id,authority,fast
taxonomy_term--subject,2297,2297,en,2021-10-08T20:37:14+00:00,True,3-D television,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,de2da0c2-6b35-4ba5-9249-279e14319464,http://id.worldcat.org/fast/1758774;fast,http://id.worldcat.org/fast/1758774
taxonomy_term--subject,2298,2298,en,2021-10-08T20:37:14+00:00,True,Ability--Testing,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,60538120-152a-415c-9dc9-77358a355385,http://id.worldcat.org/fast/794404;fast,http://id.worldcat.org/fast/794404
taxonomy_term--subject,2299,2299,en,2021-10-08T20:37:14+00:00,True,Abolitionists,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,789c4f57-accc-4d99-a1c8-dcea7401a170,http://id.worldcat.org/fast/794478;fast,http://id.worldcat.org/fast/794478
taxonomy_term--subject,2300,2300,en,2021-10-08T20:37:14+00:00,True,Academic achievement,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,111cc32f-7e93-426c-ac53-6c014bd599e3,http://id.worldcat.org/fast/794949;fast,http://id.worldcat.org/fast/794949
taxonomy_term--subject,2301,2301,en,2021-10-08T20:37:14+00:00,True,Academic librarians,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,b487a4a5-089f-412e-ab5b-24ec356a7765,http://id.worldcat.org/fast/794993;fast,http://id.worldcat.org/fast/794993
taxonomy_term--subject,2302,2302,en,2021-10-08T20:37:14+00:00,True,Academic libraries,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,a0a10f7c-2e48-40e8-939c-03d909705016,http://id.worldcat.org/fast/794997;fast,http://id.worldcat.org/fast/794997
taxonomy_term--subject,2303,2303,en,2021-10-08T20:37:14+00:00,True,Academic libraries--Departmental libraries,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,3da555ce-ff6e-4773-b2f9-c859d358f148,http://id.worldcat.org/fast/795032;fast,http://id.worldcat.org/fast/795032
taxonomy_term--subject,2304,2304,en,2021-10-08T20:37:14+00:00,True,Academic medical centers--Administration,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,a1a7b1ca-3381-4e88-871a-329e16a347ed,http://id.worldcat.org/fast/795080;fast,http://id.worldcat.org/fast/795080
taxonomy_term--subject,2305,2305,en,2021-10-08T20:37:14+00:00,True,Academic medical centers--Finance,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,5777fa77-6ed3-455d-8cc2-5c8733bcf4ff,http://id.worldcat.org/fast/795082;fast,http://id.worldcat.org/fast/795082
taxonomy_term--subject,2306,2306,en,2021-10-08T20:37:14+00:00,True,Academic theses,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,2e5a8436-c23e-4575-94cd-cb6a60d88670,http://id.worldcat.org/fast/1726453;fast,http://id.worldcat.org/fast/1726453
taxonomy_term--subject,2307,2307,en,2021-10-08T20:37:14+00:00,True,ACTH,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,6154d77d-f89f-4669-b15a-91869c861046,http://id.worldcat.org/fast/793788;fast,http://id.worldcat.org/fast/793788
taxonomy_term--subject,2308,2308,en,2021-10-08T20:37:14+00:00,True,Adult college students,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,7242402b-0dde-42ad-a53f-b347e3857b90,http://id.worldcat.org/fast/797272;fast,http://id.worldcat.org/fast/797272
taxonomy_term--subject,2309,2309,en,2021-10-08T20:37:14+00:00,True,Adult education,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,be644a03-cd16-4f2e-aab5-75fc5627262c,http://id.worldcat.org/fast/797275;fast,http://id.worldcat.org/fast/797275
taxonomy_term--subject,2310,2310,en,2021-10-08T20:37:14+00:00,True,Advertising--Management,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,52635148-063d-4bdb-8b2f-be82755b24c3,http://id.worldcat.org/fast/797692;fast,http://id.worldcat.org/fast/797692
taxonomy_term--subject,2311,2311,en,2021-10-08T20:37:14+00:00,True,Aerial photogrammetry,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,28db4bf9-7f50-4d08-b1a8-07a2cbc1ea5b,http://id.worldcat.org/fast/798071;fast,http://id.worldcat.org/fast/798071
taxonomy_term--subject,2312,2312,en,2021-10-08T20:37:14+00:00,True,Aerial photography,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,469f69b3-cc5b-43ce-9c8a-95c61a43c0bd,http://id.worldcat.org/fast/798078;fast,http://id.worldcat.org/fast/798078
taxonomy_term--subject,2313,2313,en,2021-10-08T20:37:14+00:00,True,Aerial triangulation,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,28b010da-00ad-44d0-b650-1ea87e49e9a2,http://id.worldcat.org/fast/798146;fast,http://id.worldcat.org/fast/798146
taxonomy_term--subject,2314,2314,en,2021-10-08T20:37:14+00:00,True,Aerobee rockets,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,df83b4ec-18d9-4107-8996-fe27677c9e5c,http://id.worldcat.org/fast/798157;fast,http://id.worldcat.org/fast/798157
taxonomy_term--subject,2315,2315,en,2021-10-08T20:37:14+00:00,True,Aerospace telemetry,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,957f2433-9b44-4c55-9236-69eae8dff5c6,http://id.worldcat.org/fast/798677;fast,http://id.worldcat.org/fast/798677
taxonomy_term--subject,2316,2316,en,2021-10-08T20:37:14+00:00,True,African American college students--Political activity,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,d68a2833-9f15-49cd-bc5d-7fa4028f86af,http://id.worldcat.org/fast/799107;fast,http://id.worldcat.org/fast/799107
taxonomy_term--subject,2317,2317,en,2021-10-08T20:37:14+00:00,True,African American engineers,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,3f028884-b9ef-4a58-be8e-a35660d94e4c,http://id.worldcat.org/fast/799145;fast,http://id.worldcat.org/fast/799145
taxonomy_term--subject,2318,2318,en,2021-10-08T20:37:14+00:00,True,African American leadership,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,5da10c22-c74c-4310-9f9a-328260053746,http://id.worldcat.org/fast/799219;fast,http://id.worldcat.org/fast/799219
taxonomy_term--subject,2319,2319,en,2021-10-08T20:37:14+00:00,True,African American surgeons,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,16e2f7f2-798e-412f-8c19-90210e27f80b,http://id.worldcat.org/fast/799383;fast,http://id.worldcat.org/fast/799383
taxonomy_term--subject,2320,2320,en,2021-10-08T20:37:14+00:00,True,African Americans in medicine,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,8b96f662-681e-4aa5-9d90-b10e980a68c7,http://id.worldcat.org/fast/799732;fast,http://id.worldcat.org/fast/799732
taxonomy_term--subject,2321,2321,en,2021-10-08T20:37:14+00:00,True,African Americans--Civil rights,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,ef8152bb-a948-425a-bc8a-354b2c788e52,http://id.worldcat.org/fast/799575;fast,http://id.worldcat.org/fast/799575
taxonomy_term--subject,2322,2322,en,2021-10-08T20:37:14+00:00,True,African Americans--Education (Higher),0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,58fa574d-4e73-4a9b-b503-761c13437e1a,http://id.worldcat.org/fast/799607;fast,http://id.worldcat.org/fast/799607
taxonomy_term--subject,2323,2323,en,2021-10-08T20:37:14+00:00,True,African Americans--Professional education,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,54261f0b-0527-422d-bc86-f8e9a0745165,http://id.worldcat.org/fast/799663;fast,http://id.worldcat.org/fast/799663
taxonomy_term--subject,2324,2324,en,2021-10-08T20:37:14+00:00,True,African Americans--Segregation,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,1134c481-1b23-423d-9f8e-1eeb1945a3f3,http://id.worldcat.org/fast/799695;fast,http://id.worldcat.org/fast/799695
taxonomy_term--subject,2325,2325,en,2021-10-08T20:37:14+00:00,True,Africanists,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,1f3b2c97-e9f6-4aaf-bc98-76ce5fde5a97,http://id.worldcat.org/fast/799931;fast,http://id.worldcat.org/fast/799931
taxonomy_term--subject,2326,2326,en,2021-10-08T20:37:14+00:00,True,Agricultural chemistry,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,c5a012ed-eac1-4314-a485-dfb6c2679575,http://id.worldcat.org/fast/800560;fast,http://id.worldcat.org/fast/800560
taxonomy_term--subject,2327,2327,en,2021-10-08T20:37:14+00:00,True,Agricultural chemists,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,e6fec285-5c16-41ad-baad-af20c6baad30,http://id.worldcat.org/fast/800570;fast,http://id.worldcat.org/fast/800570
taxonomy_term--subject,2328,2328,en,2021-10-08T20:37:14+00:00,True,AIDS (Disease),0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,33991b6a-05d9-46f3-8948-1a45f73f769e,http://id.worldcat.org/fast/793808;fast,http://id.worldcat.org/fast/793808
taxonomy_term--subject,2329,2329,en,2021-10-08T20:37:14+00:00,True,AIDS (Disease)--Prevention--Research,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,5df27382-5fda-4a6e-8461-1cbc88d6ee80,http://id.worldcat.org/fast/793921;fast,http://id.worldcat.org/fast/793921
taxonomy_term--subject,2330,2330,en,2021-10-08T20:37:14+00:00,True,AIDS (Disease)--Research,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,2ee77fff-9164-4988-bdc1-4ca07abd7d72,http://id.worldcat.org/fast/793941;fast,http://id.worldcat.org/fast/793941
taxonomy_term--subject,2331,2331,en,2021-10-08T20:37:14+00:00,True,Air pressure,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,183e3bfb-bdec-4ea4-bdea-b0e31a46d0dc,http://id.worldcat.org/fast/802500;fast,http://id.worldcat.org/fast/802500
taxonomy_term--subject,2332,2332,en,2021-10-08T20:37:14+00:00,True,Airlines--Safety measures,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,35180fba-2981-4403-84e7-ea95ca5ec0e8,http://id.worldcat.org/fast/803025;fast,http://id.worldcat.org/fast/803025
taxonomy_term--subject,2333,2333,en,2021-10-08T20:37:14+00:00,True,Airplanes--Jet propulsion,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,608c1909-246d-466f-ac59-7dc7cee695b5,http://id.worldcat.org/fast/803247;fast,http://id.worldcat.org/fast/803247
taxonomy_term--subject,2334,2334,en,2021-10-08T20:37:14+00:00,True,Airplanes--Ramjet engines,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,da6c9832-e4fe-4b16-95c0-444e810bc508,http://id.worldcat.org/fast/803435;fast,http://id.worldcat.org/fast/803435
taxonomy_term--subject,2335,2335,en,2021-10-08T20:37:14+00:00,True,Alcohol--Research,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,09a5f92c-6300-4c7e-bb84-c6a503771746,http://id.worldcat.org/fast/804292;fast,http://id.worldcat.org/fast/804292
taxonomy_term--subject,2336,2336,en,2021-10-08T20:37:14+00:00,True,Allergy,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,05a62e74-b820-46e9-80a8-40e1a6e36f5c,http://id.worldcat.org/fast/805549;fast,http://id.worldcat.org/fast/805549
taxonomy_term--subject,2337,2337,en,2021-10-08T20:37:14+00:00,True,Alma maters (Songs),0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,8ff79e64-f24e-4b37-9bc4-d53f7f761a0a,http://id.worldcat.org/fast/805768;fast,http://id.worldcat.org/fast/805768
taxonomy_term--subject,2338,2338,en,2021-10-08T20:37:14+00:00,True,Amateur radio stations,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,51414246-4859-4856-b276-cff7ce4713f0,http://id.worldcat.org/fast/806677;fast,http://id.worldcat.org/fast/806677
taxonomy_term--subject,2339,2339,en,2021-10-08T20:37:14+00:00,True,American Revolution Bicentennial (1976),0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,a2b3b180-313a-4b12-abac-adf35bdc48fd,http://id.worldcat.org/fast/1709740;fast,http://id.worldcat.org/fast/1709740
taxonomy_term--subject,2340,2340,en,2021-10-08T20:37:14+00:00,True,Anesthesia,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,11d0b375-7776-46ef-9c4a-0881361466a8,http://id.worldcat.org/fast/808644;fast,http://id.worldcat.org/fast/808644
taxonomy_term--subject,2341,2341,en,2021-10-08T20:37:14+00:00,True,"Animals, Fossil",0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,a9a6a657-6ccc-42b8-945a-7b988d856454,http://id.worldcat.org/fast/809599;fast,http://id.worldcat.org/fast/809599
taxonomy_term--subject,2342,2342,en,2021-10-08T20:37:14+00:00,True,Anoxemia,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,bf52440b-2e9e-4c8e-a7f2-31069119e526,http://id.worldcat.org/fast/809983;fast,http://id.worldcat.org/fast/809983
taxonomy_term--subject,2343,2343,en,2021-10-08T20:37:14+00:00,True,Anthropologists,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,3b9ed278-2d45-4530-b56d-df802044962a,http://id.worldcat.org/fast/810184;fast,http://id.worldcat.org/fast/810184
taxonomy_term--subject,2344,2344,en,2021-10-08T20:37:14+00:00,True,Anthropology--Vocational guidance,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,926efe8e-2611-42a4-a1d8-47932e93554f,http://id.worldcat.org/fast/810243;fast,http://id.worldcat.org/fast/810243
taxonomy_term--subject,2345,2345,en,2021-10-08T20:37:14+00:00,True,Anthropometry,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,8269e4df-1001-49f3-b909-2553a0ec2591,http://id.worldcat.org/fast/810253;fast,http://id.worldcat.org/fast/810253
taxonomy_term--subject,2346,2346,en,2021-10-08T20:37:14+00:00,True,Antibiotics,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,10b59104-7757-4d46-a88b-421bb188f687,http://id.worldcat.org/fast/810420;fast,http://id.worldcat.org/fast/810420
taxonomy_term--subject,2347,2347,en,2021-10-08T20:37:14+00:00,True,Antiquities,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,0f359397-ac45-4394-b0c7-9c2b3e625f8c,http://id.worldcat.org/fast/810745;fast,http://id.worldcat.org/fast/810745
taxonomy_term--subject,2348,2348,en,2021-10-08T20:37:14+00:00,True,Antiquities--Collectors and collecting,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,b8bf4bd7-c945-4762-b192-838e79fc79cd,http://id.worldcat.org/fast/810751;fast,http://id.worldcat.org/fast/810751
taxonomy_term--subject,2349,2349,en,2021-10-08T20:37:14+00:00,True,Antisemitism,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,f8cbdd8d-0483-4c0e-a093-2c8bcab252ff,http://id.worldcat.org/fast/810769;fast,http://id.worldcat.org/fast/810769
taxonomy_term--subject,2350,2350,en,2021-10-08T20:37:14+00:00,True,Antisemitism in higher education,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,8ed67cd0-5e45-404c-b3bc-b59ff2e0e9aa,http://id.worldcat.org/fast/1744192;fast,http://id.worldcat.org/fast/1744192
taxonomy_term--subject,2351,2351,en,2021-10-08T20:37:14+00:00,True,Appalachian dulcimer and guitar music,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,d700df6b-b32d-430b-b2ca-73692cb376fb,http://id.worldcat.org/fast/811512;fast,http://id.worldcat.org/fast/811512
taxonomy_term--subject,2352,2352,en,2021-10-08T20:37:14+00:00,True,Applied mathematics,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,4f61b1ad-d2e5-4a30-8e7c-4913804419db,http://id.worldcat.org/fast/1400410;fast,http://id.worldcat.org/fast/1400410
taxonomy_term--subject,2353,2353,en,2021-10-08T20:37:14+00:00,True,Aquatic organisms,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,7ff3ada3-d0ff-4b6f-bd1f-2d1fda650944,http://id.worldcat.org/fast/812043;fast,http://id.worldcat.org/fast/812043
taxonomy_term--subject,2354,2354,en,2021-10-08T20:37:14+00:00,True,Aquatic resources--Research,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,67e477a6-e078-46d7-9722-7ecef5480033,http://id.worldcat.org/fast/812091;fast,http://id.worldcat.org/fast/812091
taxonomy_term--subject,2355,2355,en,2021-10-08T20:37:14+00:00,True,Aquatic sports--Safety measures,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,d0ff42a6-27e6-404d-bcd6-bf809e8eea63,http://id.worldcat.org/fast/812116;fast,http://id.worldcat.org/fast/812116
taxonomy_term--subject,2356,2356,en,2021-10-08T20:37:14+00:00,True,Archaeological dating,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,0ac285ae-685a-4942-9db3-10a7ef4e39f9,http://id.worldcat.org/fast/812899;fast,http://id.worldcat.org/fast/812899
taxonomy_term--subject,2357,2357,en,2021-10-08T20:37:14+00:00,True,Archaeological museums and collections,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,f0683491-8937-464c-af20-ced3542df091,http://id.worldcat.org/fast/812910;fast,http://id.worldcat.org/fast/812910
taxonomy_term--subject,2358,2358,en,2021-10-08T20:37:14+00:00,True,Archaeology,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,664edf56-6e14-4fbd-9789-b57a804630c5,http://id.worldcat.org/fast/812938;fast,http://id.worldcat.org/fast/812938
taxonomy_term--subject,2359,2359,en,2021-10-08T20:37:14+00:00,True,Archaeology--Vocational guidance,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,57b99af5-03d6-42b2-adab-51a247168031,http://id.worldcat.org/fast/813002;fast,http://id.worldcat.org/fast/813002
taxonomy_term--subject,2360,2360,en,2021-10-08T20:37:14+00:00,True,Architects--Vocational guidance,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,da393009-6ad6-41c5-a631-d1b1e2fbb79f,http://id.worldcat.org/fast/813155;fast,http://id.worldcat.org/fast/813155
taxonomy_term--subject,2361,2361,en,2021-10-08T20:37:14+00:00,True,Architecture,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,c1371829-4d46-4667-8a98-414cfdbb31ef,http://id.worldcat.org/fast/813346;fast,http://id.worldcat.org/fast/813346
taxonomy_term--subject,2362,2362,en,2021-10-08T20:37:14+00:00,True,Archives,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,f2017100-fb9c-4cb9-8fa7-8c36183770db,http://id.worldcat.org/fast/814030;fast,http://id.worldcat.org/fast/814030
taxonomy_term--subject,2363,2363,en,2021-10-08T20:37:14+00:00,True,Art and philosophy,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,47e66bad-2c87-42f5-bc05-a4be9c485ffa,http://id.worldcat.org/fast/815419;fast,http://id.worldcat.org/fast/815419
taxonomy_term--subject,2364,2364,en,2021-10-08T20:37:14+00:00,True,Art and science,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,2604f99d-ca34-40da-83c4-7719c7ca3336,http://id.worldcat.org/fast/815430;fast,http://id.worldcat.org/fast/815430
taxonomy_term--subject,2365,2365,en,2021-10-08T20:37:14+00:00,True,Art criticism,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,6b1f25c8-dcb5-4cca-9505-28ce4476c3a2,http://id.worldcat.org/fast/815492;fast,http://id.worldcat.org/fast/815492
taxonomy_term--subject,2366,2366,en,2021-10-08T20:37:14+00:00,True,Art objects,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,96063ffc-f507-4e1f-af8d-a69ef276f816,http://id.worldcat.org/fast/815674;fast,http://id.worldcat.org/fast/815674
taxonomy_term--subject,2367,2367,en,2021-10-08T20:37:14+00:00,True,Art--Conservation and restoration,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,1eaf769c-c8ea-4dd2-a0ea-8c26d55fc2c8,http://id.worldcat.org/fast/815208;fast,http://id.worldcat.org/fast/815208
taxonomy_term--subject,2368,2368,en,2021-10-08T20:37:14+00:00,True,Artificial arms,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,0b58d968-023b-47c1-84a6-e232430b4bbb,http://id.worldcat.org/fast/817203;fast,http://id.worldcat.org/fast/817203
taxonomy_term--subject,2369,2369,en,2021-10-08T20:37:14+00:00,True,Artificial respiration,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,569f229d-68e9-4cdd-b5c2-ac7658bab38b,http://id.worldcat.org/fast/817338;fast,http://id.worldcat.org/fast/817338
taxonomy_term--subject,2370,2370,en,2021-10-08T20:37:14+00:00,True,Artificial satellites,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,168c2e44-bf6b-48e7-86af-22efaa79b323,http://id.worldcat.org/fast/817346;fast,http://id.worldcat.org/fast/817346
taxonomy_term--subject,2371,2371,en,2021-10-08T20:37:14+00:00,True,Artificial satellites in navigation,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,7c52993b-5104-4b83-a2b2-2aa8d664591d,http://id.worldcat.org/fast/817420;fast,http://id.worldcat.org/fast/817420
taxonomy_term--subject,2372,2372,en,2021-10-08T20:37:14+00:00,True,Asian flu,0,2021-10-08T20:37:14+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:37:14+00:00,2159c35a-4f8c-4fa8-a55b-f0c7d60eb107,http://id.worldcat.org/fast/818684;fast,http://id.worldcat.org/fast/818684
