bundle_target_id,bundle_target_type,bundle_target_uuid,changed_value,content_translation_outdated_value,content_translation_source_value,created_value,default_langcode_value,field_access_terms_target_id,field_access_terms_target_type,field_access_terms_target_uuid,field_access_terms_url,field_edited_text_format,field_edited_text_processed,field_edited_text_value,field_file_size_value,field_height_value,field_media_audio_file_description,field_media_audio_file_display,field_media_audio_file_target_id,field_media_audio_file_target_type,field_media_audio_file_target_uuid,field_media_audio_file_url,field_media_document_description,field_media_document_display,field_media_document_target_id,field_media_document_target_type,field_media_document_target_uuid,field_media_document_url,field_media_file_target_id,field_media_file_target_type,field_media_file_target_uuid,field_media_file_url,field_media_image_alt,field_media_image_height,field_media_image_target_id,field_media_image_target_type,field_media_image_target_uuid,field_media_image_title,field_media_image_url,field_media_image_width,field_media_of_target_id,field_media_of_target_type,field_media_of_target_uuid,field_media_of_url,field_media_use_target_id,field_media_use_target_type,field_media_use_target_uuid,field_media_use_url,field_media_video_file_target_id,field_media_video_file_target_type,field_media_video_file_target_uuid,field_media_video_file_url,field_mime_type_value,field_original_name_value,field_restricted_access_value,field_unique_id_value,field_width_value,langcode_value,media_link,mid_value,name_value,path_langcode,revision_created_value,revision_translation_affected_value,revision_user_target_id,revision_user_target_type,revision_user_target_uuid,revision_user_url,status_value,thumbnail_alt,thumbnail_height,thumbnail_target_id,thumbnail_target_type,thumbnail_target_uuid,thumbnail_url,thumbnail_width,uid_target_id,uid_target_type,uid_target_uuid,uid_url,uuid_value,vid_value
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:38:56+00:00,False,und,2022-03-15T16:38:56+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2322944900.0,,,,,,,,,,,,,,,,,,,,,,,,,,11811,node,095f6585-072b-4a32-bae4-ca7e2e8fada9,/node/11811,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35856.0,file,d9582c82-dd5e-4cb7-9638-bfd60065f824,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5803.mp4,video/mp4,jhu_coll-0008_A5803.mp4,False,1251b99f-4daf-4921-bd13-5e01e27338b8,,en,https://digital.library.jhu.edu/node/11811/media?_format=json,35305,Stars in your skies,,2022-03-15T16:38:56+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,250141e9-c23f-4962-8b9e-24b1462db3de,35305
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:42:14+00:00,False,und,2022-03-15T16:42:14+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2349465894.0,,,,,,,,,,,,,,,,,,,,,,,,,,11812,node,6890643f-cfd7-457a-bf96-a6428e50d634,/node/11812,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35858.0,file,10721616-4dee-47ee-826c-dac34ea67dd9,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5802.mp4,video/mp4,jhu_coll-0008_A5802.mp4,False,e13d6e30-1c90-45a6-87ae-208a3e929d95,,en,https://digital.library.jhu.edu/node/11812/media?_format=json,35307,Blowing glass for science,,2022-03-15T16:42:14+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,ba25b62a-499d-44f3-b690-f123e180f942,35307
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:45:28+00:00,False,und,2022-03-15T16:45:28+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2280656378.0,,,,,,,,,,,,,,,,,,,,,,,,,,11813,node,a9a8b5e2-2367-414a-8993-415bbdf4daf1,/node/11813,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35860.0,file,9a2c544f-ee8a-4267-99e7-05f144a1bbae,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5823.mp4,video/mp4,jhu_coll-0008_A5823.mp4,False,f086cb31-d407-4322-90c8-17b8d1970190,,en,https://digital.library.jhu.edu/node/11813/media?_format=json,35309,Man will conquer space,,2022-03-15T16:45:28+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,53972247-8cc3-4670-85d4-6cff26cad2ca,35309
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:48:48+00:00,False,und,2022-03-15T16:48:48+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2389236823.0,,,,,,,,,,,,,,,,,,,,,,,,,,11814,node,5c46f610-190d-45a1-bdbd-947c84536939,/node/11814,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35862.0,file,ac200c5a-d048-4ca6-b1b8-e4ee25eaa909,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5824.mp4,video/mp4,jhu_coll-0008_A5824.mp4,False,8a7189d9-46e2-4381-a336-3308c4cec6bd,,en,https://digital.library.jhu.edu/node/11814/media?_format=json,35311,Sound and hearing,,2022-03-15T16:48:48+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,a3e6e266-7966-4adc-b7d3-adb5163aef8a,35311
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:52:04+00:00,False,und,2022-03-15T16:52:04+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2460044345.0,,,,,,,,,,,,,,,,,,,,,,,,,,11815,node,cd9cb0c7-25b2-4f8c-9ac3-fd69c3f23012,/node/11815,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35864.0,file,f9ac4a91-cd55-4d11-81a8-eaa258b8ded7,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5825.mp4,video/mp4,jhu_coll-0008_A5825.mp4,False,e3c40d31-418e-4177-a739-af6e0f241c30,,en,https://digital.library.jhu.edu/node/11815/media?_format=json,35313,Why do your muscles get tired?,,2022-03-15T16:52:04+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,208cab2f-06aa-4299-aaf2-c3966c3ec964,35313
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:55:28+00:00,False,und,2022-03-15T16:55:28+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2294645988.0,,,,,,,,,,,,,,,,,,,,,,,,,,11816,node,bd47a501-106f-44a1-9c0c-6152ff0f0b52,/node/11816,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35866.0,file,f78d97f5-21e3-4e3f-9f1a-0797e993c4f3,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5826.mp4,video/mp4,jhu_coll-0008_A5826.mp4,False,05c31618-f0d4-42e9-9d5b-c752906e25d4,,en,https://digital.library.jhu.edu/node/11816/media?_format=json,35315,Seeing is not believing,,2022-03-15T16:55:28+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,eb93159f-5c19-4005-95d8-c155178d3271,35315
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T16:58:44+00:00,False,und,2022-03-15T16:58:44+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2389711148.0,,,,,,,,,,,,,,,,,,,,,,,,,,11817,node,33273d3d-e397-456b-9fd8-0182aa227980,/node/11817,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35868.0,file,5c551f30-3178-44f7-a9b1-a5a0e1cb38a4,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5827.mp4,video/mp4,jhu_coll-0008_A5827.mp4,False,4ce0cbe9-b470-4d58-90c8-2b8d7ccb7fe6,,en,https://digital.library.jhu.edu/node/11817/media?_format=json,35317,Scientists of tomorrow,,2022-03-15T16:58:44+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,8abad8b1-e784-484e-8cbf-421d890148ea,35317
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T17:02:03+00:00,False,und,2022-03-15T17:02:03+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2353788643.0,,,,,,,,,,,,,,,,,,,,,,,,,,11818,node,0dd81a27-fa78-4abd-8571-8a7aabf52049,/node/11818,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35870.0,file,d1c528bf-f24f-49fe-92ee-761a54350bc5,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5828.mp4,video/mp4,jhu_coll-0008_A5828.mp4,False,1b3149c5-857a-4675-9bb6-85bf528511fc,,en,https://digital.library.jhu.edu/node/11818/media?_format=json,35319,Seventy-five years of science,,2022-03-15T17:02:03+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,b2ff5fb5-3f1f-4c93-b006-0d02d698b2a3,35319
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T17:05:32+00:00,False,und,2022-03-15T17:05:32+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2379224207.0,,,,,,,,,,,,,,,,,,,,,,,,,,11819,node,bafa8b1a-71b3-4b8a-8524-5a3840ee2210,/node/11819,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35872.0,file,e145c28d-8c65-411b-ac99-9f3c9e479fc0,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5829.mp4,video/mp4,jhu_coll-0008_A5829.mp4,False,bcf7ac0f-9c73-4fd4-beca-9fbe19b94e27,,en,https://digital.library.jhu.edu/node/11819/media?_format=json,35321,No one wants flies,,2022-03-15T17:05:32+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,013a2b2a-6350-4fb4-ba14-ed4f4678b04c,35321
video,media_type,f1ebc4f4-64d2-472f-8410-94badf8109cc,2022-03-15T17:10:36+00:00,False,und,2022-03-15T17:10:36+00:00,True,775.0,taxonomy_term,bb3ea708-ba7c-47c7-81e7-e6041d1a11c8,/taxonomy/term/775,,,,2469858253.0,,,,,,,,,,,,,,,,,,,,,,,,,,11820,node,f3d8c07b-6006-42f4-98b2-662df3c4fd7f,/node/11820,19|17,taxonomy_term|taxonomy_term,42ded87c-0c70-44c5-bbdf-89bc69b8f12e|da9480e9-6ba7-477c-8a8f-54f19bf2c7e3,/taxonomy/term/19|/taxonomy/term/17,35874.0,file,a24ffd01-f7e0-4018-bf4f-7d8eb3283129,http://digital.library.jhu.edu/system/files/2022-03-15/jhu_coll-0008_A5830.mp4,video/mp4,jhu_coll-0008_A5830.mp4,False,7277cc39-b4fa-4284-8d6a-ab8931db481b,,en,https://digital.library.jhu.edu/node/11820/media?_format=json,35323,The heart and circulation,,2022-03-15T17:10:36+00:00,True,,,,,True,,180.0,742,file,de40fdcf-fbe5-4d8e-87cd-8ca50d86e42f,http://digital.library.jhu.edu/sites/default/files/media-icons/generic/video.png,180.0,534,user,dfa33910-e475-482d-9fb2-7c268bc2ee7b,/user/534,700f332c-65b6-4e19-845b-3322f7019088,35323
